ticker,stock_name
VRA,베라 브래들리
VRAR,글림스 그룹
VRAX,바이랙스 바이오랩스 그룹
VRCA,베리카 파마슈티컬
VRDN,비리디안 테라퓨틱스
VREX,바렉스 이미징
VRM,브룸
VRME,베리파이미
VRNA,베로나 파마 ADR
VRNS,바로니스 시스템즈
VRNT,베린트 시스템즈
VRRM,베라 모빌리티
VRSK,베리스크 애널리틱스
VRSN,베리사인
VRTX,버텍스 파마슈티컬
VS,버서스 시스템즈
VSAT,비아샛
VSEC,VSE
VSEE,브이시 헬스
VSME,VS 미디어 홀딩스
VSTA,바스타 플랫폼
VSTE,바스트 리뉴어블
VSTM,베라스템
VTGN,비스타젠 테라퓨틱스
VTRS,비아트리스
VTSI,버트라
VTVT,vTv 테라퓨틱스
VTYX,벤틱스 바이오사이언시스
VUZI,뷰직스
VVOS,비보스 테라퓨틱스
VVPR,비보파워 인터내셔널
VXRT,백스아트
VYGR,보이저 테라퓨틱스
VYNE,바인 테라퓨틱스
WABC,웨스트아메리카 뱅코프
WAFD,WaFd
WAFDP,WaFd 우선주 Series A
WAFU,와푸 에듀케이션
WAI,탑 킹윈
WALD,월든캐스트
WASH,워싱턴 트러스트 뱅코프
WATT,에너거스
WAVE,에코 웨이브 파워 글로벌 AB (publ) ADR
WAY,웨이스타 홀딩
WB,웨이보 ADR
WBA,월그린스 부츠 얼라이언스
WBD,워너 브로스 디스커버리
WBTN,웹툰 엔터테인먼트
WCT,웰체인지 홀딩스
WDAY,워크데이
WDC,웨스턴 디지털
WDFC,WD-40 코
WEN,웬디스
WERN,웨너 엔터프라이즈
WEST,웨스트락 커피
WETH,위터치 테크놀로지
WETO,위버스 인터내셔널
WEYS,웨이코 그룹
WFCF,웨어 푸드 컴스 프롬
WFRD,웨더포드 인터네셔널
WGRX,웰지스틱스 헬스
WGS,진디엑스 홀딩스
WHF,화이트호스 파이낸스
WHFCL,WhiteHorse Finance 7 875 Notes due 2028
WHLR,휠러 리얼 에스테이트 인베스트
WHLRD,휠러 리얼 에스테이트 인베스트 우선주 시리즈 D 8.75%
WHLRL,휠러 리얼 에스테이트 인베스트먼트 트러스트 후순위 채권 7.000% 2031년 만기
WHLRP,휠러 리얼 에스테이트 인베스트 우선주 시리즈 B 9.000%
WHWK,화이트호크 테라퓨틱스
WILC,G 윌리 푸드 인터내셔널
WIMI,와이마이 홀로그램 클라우드
WINA,윈마크
WING,윙스톱
WINT,윈드트리 테라퓨틱스
WIX,윅스닷컴
WKEY,와이즈키 인터내셔널 홀딩 AG ADR
WKHS,워크호스 그룹
WKSP,워크스포트
WLAC,윌로우 레인 애퀴지션
WLACU,Willow Lane Acquisition Units
WLDN,윌댄 그룹
WLDS,웨어러블 디바이시스
WLFC,윌리스 리스 파이낸스
WLGS,왕 & 리 그룹
WMG,워너 뮤직 그룹
WNEB,웨스턴 뉴 잉글랜드 뱅코프
WNW,메이우 테크놀로지
WOK,워크 메디컬 테크놀로지 그룹
WOOF,펫코 헬스 앤 웰니스 컴퍼니
WORX,에스씨웍스
WPRT,웨스트포트 퓨얼 시스템즈
WRAP,랩 테크놀로지스
WRD,위라이드 ADR
WRLD,월드 억셉턴스
WSBC,웨스뱅코
WSBCP,웨스뱅코 우선주 시리즈 A 6.75%
WSBF,워터스톤 파이낸셜
WSC,윌스콧 홀딩스
WSFS,WSFS 파이낸셜
WTBA,웨스트 뱅코프
WTFC,윈트러스트 파이낸셜
WTFCM,윈트러스트 파이낸셜 우선주 시리즈 D
WTFCP,윈트러스트 파이낸셜 우선주 시리즈 E 6.875%
WTO,U타임
WTW,윌리스 타워스 왓슨
WULF,테라울프
WVE,웨이브 라이프 사이언스
WVVI,윌래메트 밸리 바인야드
WVVIP,윌래메트 밸리 바인야드 우선주 시리즈 A
WW,WW 인터내셔널
WWD,우드워드
WYHG,윙입푸드홀딩스그룹 ADR
WYNN,윈 리조트
XAGE,롱제비티 헬스 홀딩스
XAIR,비욘드 에어
XBIO,제네틱 바이오사이언스
XBIT,엑스바이오텍
XBP,XBP 유럽 홀딩스
XCH,XCHG ADR
XCUR,엑시큐어
XEL,엑셀 에너지
XELB,엑셀 브랜즈
XENE,제논 파마슈티컬
XERS,제리스 바이오파마 홀딩스
XFOR,X4 파마슈티컬
XGN,엑사젠
XHG,X체인지 TEC.INC ADR
XHLD,TEN 홀딩스
XLO,자일리오 테라퓨틱스
XMTR,조메트리
XNCR,젠코
XNET,쉰레이 ADR
XOMA,조마 로열티
XOMAO,조마 로열티 Series B 8.375%
XOMAP,조마 로열티 Series A 8.625%
XOS,엑소스
XP,엑스피
XPEL,엑스펠
XPON,엑스피언360
XRAY,덴츠플라이 시로나
XRTX,졸트 테라퓨틱스
XRX,제록스 홀딩스
XTIA,XTI 에어로스페이스
XTKG,X3 홀딩스
XTLB,X T L 바이오파마슈티컬 ADR
XWEL,X웰
XXII,22세기 그룹
XYLO,자일로 테크놀로지스 ADR
YAAS,요신 테크놀로지
YGMZ,명주 로지스틱 홀딩스
YHC,LQR 하우스
YHGJ,윤홍 그린 CTI
YHNA,YHN 애퀴지션 I
YHNAR,YHN Acquisition I Rights
YHNAU,YHN Acquisition I Units
YI,111 ADR
YIBO,플래닛 이미지 인터내셔널
YJ,윤지 ADR
YMAB,와이-맵스 테라퓨틱스
YORW,요크 워터
YOSH,요시하루 글로벌
YQ,17 에듀케이션&테크놀로지 그룹 ADR
YSXT,YSX 테크
YTRA,야트라 온라인
YXT,YXT.컴 그룹 홀딩 ADR
YYAI,코넥사 스포츠 테크놀로지스
YYGH,YY 그룹 홀딩
Z,질로우 그룹 Class C
ZAPP,잽 일렉트릭 비이클스 그룹
ZBAI,ATIF 홀딩스
ZBAO,즈바오 테크놀로지
ZBIO,제나스 바이오파마
ZBRA,지브라 테크놀로지스
ZCMD,중차오
ZD,지프 데이비스
ZENA,제나테크
ZENV,젠비아
ZEO,제오 에너지
ZEUS,올림픽 스틸
ZG,질로우 그룹 Class A
ZIMV,짐비
ZION,자이언스 뱅코프
ZIONP,자이언스 뱅코프 우선주 시리즈 A
ZJK,ZJK 인터스트리얼
ZJYL,진 메디컬 인터내셔널
ZKIN,ZK 인터내셔널
ZLAB,자이 랩 ADR
ZM,줌 커뮤니케이션스
ZNTL,젠테일스 파마슈티컬
ZOOZ,주즈 파워
ZS,지스케일러
ZSPC,제트스페이스
ZTEK,젠텍
ZUMZ,주미에즈
ZURA,주라 바이오
ZVRA,제브러 테라퓨틱스
ZVSA,자이버사 테라퓨틱스
ZYBT,정업 바이오테크놀로지 홀딩
ZYME,자임웍스
ZYXI,지넥스
